date,district,crop,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,ETo_mm,generated_irrigated,real_soil_moisture_mm
2024-11-26,Shamli,Wheat,16.11,0.0,1.79,12.19,2.3861743938104,0.0,220.2236001449926
2024-11-27,Shamli,Wheat,16.02,0.0,1.39,12.91,2.3970373031792684,0.0,217.8265628418133
2024-11-28,Shamli,Wheat,16.59,0.0,1.38,12.77,2.4242197048979173,0.0,215.4023431369154
2024-11-29,Shamli,Wheat,17.28,0.0,1.1,12.89,2.469268370228654,0.0,212.93307476668673
2024-11-30,Shamli,Wheat,16.65,0.0,1.48,13.18,2.4278272890949735,0.0,210.50524747759175
2024-12-01,Shamli,Wheat,16.77,0.0,0.95,12.55,2.4064295195743117,0.0,208.09881795801743
2024-12-02,Shamli,Wheat,17.48,0.0,1.28,12.68,2.453731513660247,0.0,205.6450864443572
2024-12-03,Shamli,Wheat,17.94,0.0,1.74,12.86,2.4858023242907614,0.0,203.15928412006642
2024-12-04,Shamli,Wheat,17.44,0.0,3.17,13.62,2.472569433710825,0.0,200.6867146863556
2024-12-05,Shamli,Wheat,14.76,0.0,2.21,14.19,2.298177659663138,0.0,198.38853702669246
2024-12-06,Shamli,Wheat,14.74,0.0,1.95,13.73,2.276461797305036,0.0,196.11207522938741
2024-12-07,Shamli,Wheat,14.65,0.0,1.02,12.68,2.2303394027139105,0.0,193.8817358266735
2024-12-08,Shamli,Wheat,14.17,0.15,1.82,10.23,2.1100611986408997,0.0,191.9216746280326
2024-12-09,Shamli,Wheat,13.98,0.92,1.71,11.45,2.1352701153989355,0.0,190.70640451263367
2024-12-10,Shamli,Wheat,12.22,0.0,2.77,12.02,2.0318336236808063,0.0,188.67457088895287
2024-12-11,Shamli,Wheat,11.67,0.0,2.14,13.52,2.037650333962321,0.0,186.63692055499055
2024-12-12,Shamli,Wheat,11.26,0.0,2.23,13.39,2.002914816040736,0.0,184.6340057389498
2024-12-13,Shamli,Wheat,12.67,0.0,3.6,14.03,2.117770168346473,0.0,182.51623557060333
2024-12-14,Shamli,Wheat,11.44,0.0,2.43,13.84,2.0247576242995775,0.0,180.49147794630375
2024-12-15,Shamli,Wheat,11.84,0.0,1.16,13.15,2.029928230800463,0.0,178.46154971550328
2024-12-16,Shamli,Wheat,13.3,0.0,1.41,12.25,2.099596962745184,1.0,225.0
2024-12-17,Shamli,Wheat,13.62,0.0,0.97,11.31,2.0891887855226257,0.0,222.91081121447738
2024-12-18,Shamli,Wheat,13.45,0.0,1.38,10.91,2.064037068870936,0.0,220.84677414560645
2024-12-19,Shamli,Wheat,14.04,0.0,1.12,9.77,2.0636971473058057,0.0,218.78307699830063
2024-12-20,Shamli,Wheat,14.32,0.0,1.35,10.24,2.098378008708527,0.0,216.6846989895921
2024-12-21,Shamli,Wheat,13.37,0.0,1.58,11.26,2.0708752440117704,0.0,214.61382374558033
2024-12-22,Shamli,Wheat,16.2,0.0,0.68,10.82,2.243914641719737,0.0,212.3699091038606
2024-12-23,Shamli,Wheat,12.04,0.39,1.78,2.01,1.8107303603834322,0.0,210.94917874347715
2024-12-24,Shamli,Wheat,14.83,0.53,1.13,5.01,1.9818859225505638,0.0,209.4972928209266
2024-12-25,Shamli,Wheat,14.92,0.0,1.46,8.97,2.098680783632693,0.0,207.3986120372939
2024-12-26,Shamli,Wheat,15.7,0.0,1.03,10.59,2.2102512124630986,0.0,205.1883608248308
2024-12-27,Shamli,Wheat,15.81,17.55,2.14,0.88,2.049691869449596,0.0,220.68866895538122
2024-12-28,Shamli,Wheat,13.89,10.26,1.62,1.24,1.9360033470956481,0.0,225.0
2024-12-29,Shamli,Wheat,14.34,0.24,2.79,5.34,1.9673479336835011,0.0,223.2726520663165
2024-12-30,Shamli,Wheat,11.69,0.0,2.63,4.6,1.8090405764999196,0.0,221.4636114898166
2024-12-31,Shamli,Wheat,11.14,0.0,1.38,5.9,1.7794925338891319,0.0,219.68411895592746
2015-01-01,Meerut,Wheat,15.54,0.0,1.14,7.78,2.139814104158657,0.0,222.86018589584134
2015-01-02,Meerut,Wheat,16.4,4.1,1.06,3.06,2.1376157352290157,0.0,224.82257016061232
2015-01-03,Meerut,Wheat,14.3,11.06,1.0,4.97,2.011771814317888,0.0,225.0
2015-01-04,Meerut,Wheat,13.26,0.04,2.46,7.59,2.0007446802041913,0.0,223.0392553197958
2015-01-05,Meerut,Wheat,12.96,0.03,4.19,12.95,2.1659268437680854,0.0,220.90332847602772
2015-01-06,Meerut,Wheat,13.06,0.0,2.56,9.12,2.05172678968962,0.0,218.8516016863381
2015-01-07,Meerut,Wheat,12.35,0.0,2.11,6.11,1.9135472048532043,0.0,216.9380544814849
2015-01-08,Meerut,Wheat,11.89,0.0,2.17,5.62,1.8911431467745747,0.0,215.04691133471033
2015-01-09,Meerut,Wheat,11.12,0.0,1.77,7.19,1.877504826641746,0.0,213.1694065080686
2015-01-10,Meerut,Wheat,10.92,0.0,2.41,11.09,1.9952680757508474,0.0,211.17413843231773
2015-01-11,Meerut,Wheat,11.67,0.0,2.25,8.26,1.9625354245406434,0.0,209.2116030077771
2015-01-12,Meerut,Wheat,12.05,0.0,1.67,7.91,1.9833294317070334,0.0,207.22827357607005
2015-01-13,Meerut,Wheat,12.23,0.0,1.57,9.49,2.0560542675668136,0.0,205.17221930850323
2015-01-14,Meerut,Wheat,11.24,2.34,1.53,4.77,1.8966548562084085,0.0,205.61556445229482
2015-01-15,Meerut,Wheat,11.57,0.0,1.61,9.94,2.0413207766636785,0.0,203.57424367563115
2015-01-16,Meerut,Wheat,12.7,0.0,1.55,11.06,2.1658038487238462,0.0,201.4084398269073
2015-01-17,Meerut,Wheat,13.29,0.0,2.23,11.38,2.2276354759251284,0.0,199.18080435098219
2015-01-18,Meerut,Wheat,12.8,0.0,2.13,10.6,2.1760111539376723,0.0,197.0047931970445
2015-01-19,Meerut,Wheat,12.82,0.0,1.66,8.79,2.1257192054797778,0.0,194.87907399156472
2015-01-20,Meerut,Wheat,12.04,0.0,1.14,7.37,2.0330075459444457,0.0,192.84606644562027
2015-01-21,Meerut,Wheat,13.47,2.61,1.34,8.36,2.176082307555255,0.0,193.27998413806503
2015-01-22,Meerut,Wheat,12.27,6.15,1.42,1.79,2.0471456225136127,0.0,197.3828385155514
2015-01-23,Meerut,Wheat,13.25,2.72,1.27,9.57,2.22431407808052,0.0,197.8785244374709
2015-01-24,Meerut,Wheat,13.51,0.0,1.96,7.97,2.1976509942825007,0.0,195.6808734431884
2015-01-25,Meerut,Wheat,12.41,0.0,1.68,8.52,2.150364419455805,0.0,193.5305090237326
2015-01-26,Meerut,Wheat,12.3,3.04,0.86,6.66,2.09810385154771,0.0,194.4724051721849
2015-01-27,Meerut,Wheat,12.88,0.0,2.09,8.87,2.219125244784992,0.0,192.2532799273999
2015-01-28,Meerut,Wheat,10.91,0.0,2.17,12.32,2.196851599003285,0.0,190.0564283283966
2015-01-29,Meerut,Wheat,10.47,0.0,2.23,15.11,2.2576906752817485,0.0,187.79873765311487
2015-01-30,Meerut,Wheat,11.47,0.0,2.98,16.67,2.396465563561925,0.0,185.40227208955295
2015-01-31,Meerut,Wheat,12.64,0.0,2.56,16.11,2.4876825008272676,0.0,182.91458958872568
2015-02-01,Meerut,Wheat,15.02,0.0,1.21,14.24,2.632510419086846,0.0,180.28207916963882
2015-02-02,Meerut,Wheat,15.9,0.11,1.86,12.01,2.6374182044429646,0.0,177.75466096519588
2015-02-03,Meerut,Wheat,15.66,2.13,2.68,13.42,2.683947926762685,1.0,225.0
2015-02-04,Meerut,Wheat,14.43,0.45,2.31,10.8,2.507981110557968,0.0,222.942018889442
2015-02-05,Meerut,Wheat,13.69,0.0,2.15,17.22,2.67880213662593,0.0,220.26321675281608
2015-02-06,Meerut,Wheat,14.26,0.0,1.36,16.63,2.7227658930676037,0.0,217.54045085974846
2015-02-07,Meerut,Wheat,16.51,0.0,1.22,15.03,2.872913756389257,0.0,214.6675371033592
2015-02-08,Meerut,Wheat,17.21,0.0,1.85,14.42,2.9255113808619595,0.0,211.74202572249723
2015-02-09,Meerut,Wheat,16.17,0.0,2.17,16.61,2.9324728268116695,0.0,208.80955289568556
2015-02-10,Meerut,Wheat,15.37,0.0,2.19,17.01,2.8931195430752785,0.0,205.91643335261028
2015-02-11,Meerut,Wheat,15.1,0.0,1.63,15.59,2.837196568664995,0.0,203.07923678394528
2015-02-12,Meerut,Wheat,14.98,0.0,2.1,15.61,2.8436639399535455,0.0,200.23557284399172
2015-02-13,Meerut,Wheat,15.99,0.0,2.34,17.88,3.027446017483642,0.0,197.20812682650808
2015-02-14,Meerut,Wheat,19.16,0.0,1.42,17.43,3.313042835864177,0.0,193.8950839906439
2015-02-15,Meerut,Wheat,20.2,0.0,1.25,16.8,3.400817316078464,0.0,190.49426667456544
2015-02-16,Meerut,Wheat,19.28,0.0,1.82,14.02,3.2285880300381335,0.0,187.2656786445273
2015-02-17,Meerut,Wheat,19.72,0.0,0.97,15.62,3.3499447285696378,0.0,183.91573391595767
2015-02-18,Meerut,Wheat,20.52,0.0,1.1,14.42,3.392245992800022,0.0,180.52348792315766
2015-02-19,Meerut,Wheat,21.9,0.02,1.36,15.76,3.5915299411548904,0.0,176.95195798200277
2015-02-20,Meerut,Wheat,21.28,3.18,1.34,16.76,3.5968946726339315,0.0,176.53506330936884
2015-02-21,Meerut,Wheat,21.59,0.0,2.77,17.31,3.6687339912782835,1.0,225.0
2015-02-22,Meerut,Wheat,21.88,0.0,3.28,18.88,3.7810304431715176,0.0,221.21896955682848
2015-02-23,Meerut,Wheat,20.8,0.0,1.42,17.13,3.628830544141421,0.0,217.59013901268708
2015-02-24,Meerut,Wheat,21.35,0.0,1.13,12.47,3.5054088653650752,0.0,214.084730147322
2015-02-25,Meerut,Wheat,20.75,2.38,1.88,11.68,3.4382268667954463,0.0,213.02650328052655
2015-02-26,Meerut,Wheat,15.96,0.26,1.68,18.9,3.2899968622573805,0.0,209.99650641826918
2015-02-27,Meerut,Wheat,16.11,0.19,1.62,19.84,3.355583752030135,0.0,206.83092266623905
2015-02-28,Meerut,Wheat,18.12,0.56,1.15,17.46,3.485510413003792,0.0,203.90541225323526
2015-03-01,Meerut,Wheat,15.92,34.12,4.2,3.92,2.9648846047209796,0.0,225.0
2015-03-02,Meerut,Wheat,16.48,31.16,2.68,9.87,3.0779902644021253,0.0,225.0
2015-03-03,Meerut,Wheat,15.76,4.36,1.5,12.82,3.142802432084482,0.0,225.0
2015-03-04,Meerut,Wheat,15.38,0.01,2.2,20.05,3.38048174510914,0.0,221.62951825489085
2015-03-05,Meerut,Wheat,16.7,0.02,1.58,20.74,3.5580388648044567,0.0,218.09147939008642
2015-03-06,Meerut,Wheat,18.03,0.1,1.94,19.83,3.6812290928485463,0.0,214.51025029723786
2015-03-07,Meerut,Wheat,19.52,2.9,1.27,14.39,3.639098969687345,0.0,213.7711513275505
2015-03-08,Meerut,Wheat,19.73,2.61,1.68,16.2,3.753137651628522,0.0,212.628013675922
2015-03-09,Meerut,Wheat,15.77,3.02,2.3,21.02,3.544473695382068,0.0,212.10353998053995
2015-03-10,Meerut,Wheat,16.69,0.0,2.42,22.51,3.712412852808648,0.0,208.3911271277313
2015-03-11,Meerut,Wheat,18.09,0.0,1.85,21.3,3.8383289639806923,0.0,204.5527981637506
2015-03-12,Meerut,Wheat,20.4,0.0,1.92,20.38,4.069716437765577,0.0,200.48308172598502
2015-03-13,Meerut,Wheat,21.16,0.06,1.19,12.93,3.8597896616507037,0.0,196.68329206433432
2015-03-14,Meerut,Wheat,21.55,0.58,0.99,12.69,3.90837344097018,0.0,193.35491862336417
2015-03-15,Meerut,Wheat,19.15,3.95,3.23,5.12,3.556216955101295,0.0,193.74870166826287
2015-03-16,Meerut,Wheat,18.99,4.87,2.15,17.9,3.9014911636743497,0.0,194.71721050458854
2015-03-17,Meerut,Wheat,19.91,0.0,2.61,21.57,4.163245996237763,0.0,190.55396450835076
2015-03-18,Meerut,Wheat,19.58,0.0,3.18,22.53,4.182978668059177,0.0,186.37098584029158
2015-03-19,Meerut,Wheat,20.12,0.0,2.08,23.4,4.296566831568367,0.0,182.07441900872323
2015-03-20,Meerut,Wheat,21.86,0.0,1.96,23.04,4.49965910303046,0.0,177.57475990569276
2015-03-21,Meerut,Wheat,23.21,0.0,2.07,22.58,4.6545389231287775,1.0,225.0
2015-03-22,Meerut,Wheat,24.59,0.0,2.86,22.81,4.842606945067708,0.0,220.1573930549323
2015-03-23,Meerut,Wheat,24.99,0.0,2.52,23.18,4.9259762392117725,0.0,215.23141681572054
2015-03-24,Meerut,Wheat,26.36,0.0,1.46,24.01,5.142979426158606,0.0,210.08843738956193
2015-03-25,Meerut,Wheat,27.39,0.0,0.98,22.14,5.198937525242393,0.0,204.88949986431953
2015-03-26,Meerut,Wheat,27.24,0.0,1.59,21.19,5.159356683373065,0.0,199.73014318094647
2015-03-27,Meerut,Wheat,27.43,0.01,2.32,22.75,5.275964356663968,0.0,194.4641788242825
2015-03-28,Meerut,Wheat,26.7,0.0,2.01,24.44,5.288941347443129,0.0,189.17523747683936
2015-03-29,Meerut,Wheat,23.86,4.42,2.57,9.97,4.333130049790044,0.0,189.2621074270493
2015-03-30,Meerut,Wheat,20.6,8.42,2.9,18.72,4.371590400939897,0.0,193.31051702610938
2015-03-31,Meerut,Wheat,24.23,0.05,1.53,21.55,4.929788328732588,0.0,188.4307286973768
2015-04-01,Meerut,Wheat,26.29,0.42,1.21,20.62,5.148640260337818,0.0,183.70208843703895
2015-04-02,Meerut,Wheat,26.88,0.41,1.33,22.75,5.33698386955509,0.0,178.77510456748385
2015-04-03,Meerut,Wheat,24.0,8.09,2.12,16.22,4.720931075944478,0.0,182.1441734915394
2015-04-04,Meerut,Wheat,20.12,15.16,0.96,15.96,4.288427890257905,0.0,193.01574560128148
2015-04-05,Meerut,Wheat,22.77,0.01,1.18,24.32,4.965428986893094,0.0,188.06031661438837
2015-04-06,Meerut,Wheat,23.75,0.0,1.83,24.36,5.105019094995801,0.0,182.95529751939256
2015-04-07,Meerut,Wheat,24.98,0.25,1.12,20.42,5.09884681780654,0.0,178.10645070158603
2015-04-08,Meerut,Wheat,24.56,0.48,1.8,24.45,5.2442683752202255,1.0,225.0
2015-04-09,Meerut,Wheat,24.56,0.05,2.63,26.76,5.361147585786352,0.0,219.68885241421367
2015-04-10,Meerut,Wheat,25.56,0.0,2.49,26.52,5.494972331568636,0.0,214.19388008264502
2015-04-11,Meerut,Wheat,28.04,0.0,1.19,23.84,5.702342276706008,0.0,208.491537805939
2015-04-12,Meerut,Wheat,26.7,1.8,0.91,12.12,4.985630794673527,0.0,205.30590701126548
2015-04-13,Meerut,Wheat,25.06,1.62,1.62,17.2,5.062516300302119,0.0,201.86339071096336
2015-04-14,Meerut,Wheat,25.48,1.57,1.04,21.53,5.3298285065024675,0.0,198.10356220446087
2015-04-15,Meerut,Wheat,27.05,2.12,0.96,21.63,5.544628744173883,0.0,194.678933460287
2015-04-16,Meerut,Wheat,27.0,0.58,1.71,15.88,5.276113933143942,0.0,189.98281952714308
2015-04-17,Meerut,Wheat,27.35,0.1,3.57,24.34,5.742228817926993,0.0,184.3405907092161
2015-04-18,Meerut,Wheat,29.82,0.0,3.18,24.4,6.076231070792095,0.0,178.264359638424
2015-04-19,Meerut,Wheat,31.62,0.0,1.84,25.15,6.361309441438217,1.0,225.0
2015-04-20,Meerut,Wheat,31.1,0.09,2.11,22.73,6.188323662616534,0.0,218.90167633738346
2015-04-21,Meerut,Wheat,30.43,0.0,2.34,24.2,6.193543329955355,0.0,212.7081330074281
2015-04-22,Meerut,Wheat,29.31,0.0,2.9,27.22,6.210927525327275,0.0,206.49720548210084
2015-04-23,Meerut,Wheat,30.59,0.0,1.69,26.97,6.3830685822673825,0.0,200.11413689983345
2015-04-24,Meerut,Wheat,33.37,0.0,0.91,26.54,6.743590002986853,0.0,193.3705468968466
2015-04-25,Meerut,Wheat,32.0,0.0,1.5,26.88,6.595696840612487,0.0,186.77485005623413
2015-04-26,Meerut,Wheat,28.49,0.09,2.87,25.33,6.071396475630294,0.0,180.79345358060385
2015-04-27,Meerut,Wheat,29.74,2.86,2.47,23.66,6.167035502054525,0.0,177.48641807854935
2015-04-28,Meerut,Wheat,31.3,0.2,1.77,23.56,6.378397744346591,1.0,225.0
2015-04-29,Meerut,Wheat,31.55,0.13,1.47,25.47,6.522600134726365,0.0,218.60739986527363
2015-04-30,Meerut,Wheat,31.74,0.0,1.89,25.59,6.567478111894824,0.0,212.03992175337882
2015-05-01,Meerut,None,31.32,1.63,1.0,25.17,6.503705087447694,0.0,0.0
2015-05-02,Meerut,None,30.64,0.15,1.97,25.84,6.459840042996559,0.0,0.0
2015-05-03,Meerut,None,31.1,0.0,1.59,26.52,6.567829491307861,0.0,0.0
2015-05-04,Meerut,None,31.74,0.0,1.7,27.72,6.7267812305989105,0.0,0.0
2015-05-05,Meerut,None,31.75,0.0,2.06,26.76,6.6917038582005235,0.0,0.0
2015-05-06,Meerut,None,32.88,0.0,3.27,27.0,6.868734951622529,0.0,0.0
2015-05-07,Meerut,None,33.66,0.0,2.98,26.45,6.957298337710693,0.0,0.0
2015-05-08,Meerut,None,34.44,0.0,3.31,26.4,7.071744504672423,0.0,0.0
2015-05-09,Meerut,None,34.55,0.0,1.5,25.04,7.024445933083775,0.0,0.0
2015-05-10,Meerut,None,34.85,0.0,1.58,26.03,7.129716228094118,0.0,0.0
2015-05-11,Meerut,None,36.02,0.1,1.43,23.26,7.143729352166881,0.0,0.0
2015-05-12,Meerut,None,35.02,0.88,1.13,25.52,7.146148693730103,0.0,0.0
2015-05-13,Meerut,None,33.77,0.18,1.81,16.08,6.462827730620083,0.0,0.0
2015-05-14,Meerut,None,32.75,0.96,1.47,25.87,6.876432436924523,0.0,0.0
2015-05-15,Meerut,None,33.25,0.11,2.64,22.83,6.791244330052124,0.0,0.0
2015-05-16,Meerut,None,34.01,1.22,1.19,26.78,7.114753674155718,0.0,0.0
2015-05-17,Meerut,None,34.79,0.0,1.6,27.32,7.259833572412284,0.0,0.0
2015-05-18,Meerut,None,36.91,0.0,1.52,26.81,7.532752697376606,0.0,0.0
2015-05-19,Meerut,None,37.85,0.0,2.81,18.29,7.166887582602505,0.0,0.0
2015-05-20,Meerut,None,36.09,0.48,4.25,27.18,7.456870310833989,0.0,0.0
2015-05-21,Meerut,None,36.23,0.0,4.21,27.91,7.524424943170376,0.0,0.0
2015-05-22,Meerut,None,36.88,0.0,3.93,28.57,7.659314969032057,0.0,0.0
2015-05-23,Meerut,None,36.86,0.0,3.97,26.9,7.570538576173212,0.0,0.0
2015-05-24,Meerut,None,37.17,0.04,2.45,25.86,7.561477841904427,0.0,0.0
2015-05-25,Meerut,None,37.44,0.0,2.56,25.01,7.556530971136714,0.0,0.0
2015-05-26,Meerut,None,36.42,0.0,3.38,26.79,7.523393643578834,0.0,0.0
2015-05-27,Meerut,None,35.32,0.28,3.33,30.25,7.563658764089848,0.0,0.0
2015-05-28,Meerut,None,35.25,0.0,2.66,26.19,7.339745426370472,0.0,0.0
2015-05-29,Meerut,None,36.64,0.04,2.98,25.58,7.503100737007263,0.0,0.0
2015-05-30,Meerut,None,36.9,0.0,3.0,27.41,7.647566707074885,0.0,0.0
2015-05-31,Meerut,None,36.31,0.0,2.33,24.38,7.399833944803,0.0,0.0
2015-06-01,Meerut,Rice,35.92,0.33,1.77,16.41,6.886900900299124,0.0,38.44309909970087
2015-06-02,Meerut,Rice,34.27,1.16,1.35,24.41,7.131094437519564,0.0,27.472004662181305
2015-06-03,Meerut,Rice,34.81,0.31,1.28,21.2,7.029448732577949,1.0,50.0
2015-06-04,Meerut,Rice,34.99,0.11,1.78,25.86,7.317296813425952,0.0,37.792703186574045
2015-06-05,Meerut,Rice,35.0,0.51,2.07,27.09,7.389281146947294,0.0,25.91342203962675
2015-06-06,Meerut,Rice,35.28,0.0,2.45,26.81,7.416365052360502,1.0,50.0
2015-06-07,Meerut,Rice,36.41,0.0,2.4,27.36,7.607960718271626,0.0,37.39203928172837
2015-06-08,Meerut,Rice,37.98,0.0,2.67,27.42,7.834572611772465,0.0,24.557466669955907
2015-06-09,Meerut,Rice,38.92,0.0,4.25,20.22,7.538067809975405,1.0,50.0
2015-06-10,Meerut,Rice,36.84,0.0,5.57,23.35,7.447277473864642,0.0,37.552722526135355
2015-06-11,Meerut,Rice,37.82,0.13,4.6,23.92,7.6163754881788,0.0,25.066347037956557
2015-06-12,Meerut,Rice,37.52,0.0,4.22,25.66,7.677894960668185,1.0,50.0
2015-06-13,Meerut,Rice,35.46,11.69,2.92,19.52,7.044818773336627,0.0,49.64518122666337
2015-06-14,Meerut,Rice,32.48,6.73,1.88,12.94,6.279945891839912,0.0,45.09523533482346
2015-06-15,Meerut,Rice,33.75,0.0,1.49,20.45,6.87285869037087,0.0,33.22237664445259
2015-06-16,Meerut,Rice,34.3,0.02,1.68,24.57,7.175819369680066,0.0,21.066557274772524
2015-06-17,Meerut,Rice,35.17,0.0,2.05,24.35,7.283858896886693,1.0,50.0
2015-06-18,Meerut,Rice,36.02,0.63,1.38,24.47,7.4077456260258066,0.0,38.222254373974195
2015-06-19,Meerut,Rice,37.16,0.14,1.64,21.42,7.386447325764481,0.0,25.975807048209717
2015-06-20,Meerut,Rice,36.39,2.64,1.9,21.6,7.2931753505199,1.0,50.0
2015-06-21,Meerut,Rice,35.23,8.84,0.84,18.84,6.977558747922202,0.0,46.8624412520778
2015-06-22,Meerut,Rice,35.52,0.27,0.85,22.92,7.250039428252959,0.0,34.88240182382484
2015-06-23,Meerut,Rice,36.06,2.69,1.35,23.98,7.38290398712997,0.0,25.18949783669487
2015-06-24,Meerut,Rice,34.07,1.85,1.7,18.63,6.8100846782746505,1.0,50.0
2015-06-25,Meerut,Rice,28.59,36.34,1.68,8.8,5.757284796899395,0.0,75.5827152031006
2015-06-26,Meerut,Rice,32.12,0.0,3.49,25.17,6.901029383231068,0.0,63.68168581986954
2015-06-27,Meerut,Rice,33.08,0.44,3.74,23.9,6.964050041068357,0.0,52.157635778801186
2015-06-28,Meerut,Rice,34.18,0.02,2.79,24.31,7.134911992502359,0.0,40.04272378629883
2015-06-29,Meerut,Rice,33.38,8.32,1.78,19.52,6.7601318529189625,0.0,36.60259193337987
2015-06-30,Meerut,Rice,31.94,24.4,0.91,20.59,6.625313638580766,0.0,49.377278294799105
2015-07-01,Meerut,Rice,32.76,2.96,1.27,23.79,6.904685469505855,0.0,40.43259282529325
2015-07-02,Meerut,Rice,32.94,0.33,1.53,23.22,6.895669980523098,0.0,28.86692284477015
2015-07-03,Meerut,Rice,34.27,1.19,3.25,23.12,7.067572943083911,1.0,50.0
2015-07-04,Meerut,Rice,34.82,0.8,3.69,22.06,7.079224723119049,0.0,38.72077527688095
2015-07-05,Meerut,Rice,34.81,7.17,2.84,20.61,6.991996867740993,0.0,33.89877840913996
2015-07-06,Meerut,Rice,31.77,29.84,1.86,10.33,6.118713774269759,0.0,52.6200646348702
2015-07-07,Meerut,Rice,31.36,15.31,0.77,16.78,6.318725063053108,0.0,56.61133957181708
2015-07-08,Meerut,Rice,31.75,4.49,0.76,20.69,6.577392179377671,0.0,49.52394739243942
2015-07-09,Meerut,Rice,31.38,3.42,1.43,14.22,6.170383883913002,0.0,41.773563508526415
2015-07-10,Meerut,Rice,28.95,38.32,1.66,4.67,5.751998979795381,0.0,69.34156452873103
2015-07-11,Meerut,Rice,28.04,98.39,1.61,4.99,5.6348602355621304,0.0,157.0967042931689
2015-07-12,Meerut,Rice,28.15,14.43,2.8,5.7,5.642947158383771,0.0,160.88375713478513
2015-07-13,Meerut,Rice,28.71,6.3,0.9,23.6,6.294787525172239,0.0,155.8889696096129
2015-07-14,Meerut,Rice,29.31,0.86,2.38,24.3,6.405206129690636,0.0,145.34376347992227
2015-07-15,Meerut,Rice,29.87,1.26,3.49,24.6,6.490540658065582,0.0,135.11322282185668
2015-07-16,Meerut,Rice,30.14,0.82,2.78,19.61,6.265948533795338,0.0,124.66727428806135
2015-07-17,Meerut,Rice,29.85,5.77,1.26,17.64,6.118778235980225,0.0,119.31849605208113
2015-07-18,Meerut,Rice,30.05,2.8,1.11,12.45,5.85667893220846,0.0,111.26181711987266
2015-07-19,Meerut,Rice,29.54,1.77,0.96,18.43,6.107184260585837,0.0,101.92463285928682
2015-07-20,Meerut,Rice,29.61,2.58,0.57,12.77,5.806953775458052,0.0,93.69767908382876
2015-07-21,Meerut,Rice,30.26,2.91,0.92,20.67,6.302999738925787,0.0,85.30467934490296
2015-07-22,Meerut,Rice,29.55,2.92,1.16,22.07,6.273525534450698,0.0,76.95115381045227
2015-07-23,Meerut,Rice,29.45,0.25,1.6,22.09,6.253618904772891,0.0,65.94753490567938
2015-07-24,Meerut,Rice,29.62,0.4,1.25,19.4,6.1308132340834,0.0,55.216721671595984
2015-07-25,Meerut,Rice,29.41,11.65,1.25,22.15,6.235261811019946,0.0,55.63145986057604
2015-07-26,Meerut,Rice,28.7,2.77,3.39,19.66,6.008744336427406,0.0,47.392715524148635
2015-07-27,Meerut,Rice,28.61,2.74,2.77,22.46,6.12806279697727,0.0,39.00465272717137
2015-07-28,Meerut,Rice,28.38,0.58,2.29,22.29,6.080603450749343,0.0,28.504049276422023
2015-07-29,Meerut,Rice,28.2,0.01,2.73,14.91,5.6760700712761345,1.0,50.0
2015-07-30,Meerut,Rice,29.49,0.12,2.16,15.24,5.843484718706443,0.0,39.276515281293555
2015-07-31,Meerut,Rice,28.92,9.28,2.26,14.19,5.707946640905283,0.0,37.84856864038827
2015-08-01,Meerut,Rice,28.79,4.3,1.79,13.5,5.645602929850641,0.0,31.50296571053763
2015-08-02,Meerut,Rice,28.58,3.31,1.01,19.99,5.944857537388194,0.0,23.868108173149437
2015-08-03,Meerut,Rice,27.98,0.01,1.16,23.7,6.038416099102548,1.0,50.0
2015-08-04,Meerut,Rice,30.7,0.05,1.2,20.12,6.201481217119421,0.0,38.848518782880575
2015-08-05,Meerut,Rice,31.38,4.81,1.23,15.71,6.03851380720113,0.0,32.62000497567945
2015-08-06,Meerut,Rice,30.96,8.52,1.73,13.18,5.835440184422189,0.0,30.304564791257256
2015-08-07,Meerut,Rice,29.45,14.09,1.55,11.27,5.560565670292428,0.0,33.833999120964826
2015-08-08,Meerut,Rice,29.1,30.37,1.96,7.05,5.506152423623565,0.0,53.69784669734126
2015-08-09,Meerut,Rice,28.28,20.47,1.59,11.25,5.396581102606717,0.0,63.771265594734544
2015-08-10,Meerut,Rice,29.84,6.63,0.96,15.92,5.800844213596932,0.0,59.60042138113761
2015-08-11,Meerut,Rice,29.51,11.81,0.91,8.96,5.512359123534475,0.0,60.89806225760313
2015-08-12,Meerut,Rice,29.23,4.88,1.07,20.99,5.961101910635192,0.0,54.81696034696793
2015-08-13,Meerut,Rice,30.06,3.08,0.65,20.21,6.012783956222268,0.0,46.884176390745665
2015-08-14,Meerut,Rice,30.28,1.31,0.81,11.75,5.572921980047675,0.0,37.62125441069799
2015-08-15,Meerut,Rice,29.72,14.18,1.09,11.0,5.476151430923151,0.0,41.32510297977484
2015-08-16,Meerut,Rice,28.77,7.47,1.22,16.83,5.638148974703916,0.0,38.15695400507092
2015-08-17,Meerut,Rice,29.11,5.12,1.56,18.43,5.747228331617026,0.0,32.529725673453896
2015-08-18,Meerut,Rice,29.38,7.32,1.9,19.81,5.835929366347743,0.0,29.013796307106155
2015-08-19,Meerut,Rice,28.76,2.07,2.69,22.62,5.883184826272018,0.0,20.200611480834137
2015-08-20,Meerut,Rice,27.95,17.37,2.82,20.51,5.66374631000818,0.0,26.90686517082596
