date,district,crop,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,ETo_mm,real_soil_moisture_mm
2023-09-19,Baghpat,Rice,28.16,0.03,1.63,20.61,5.121196839593833,95.61977684497833
2023-09-20,Baghpat,Rice,29.25,0.0,0.67,19.54,5.166824838960762,90.73314964771271
2023-09-21,Baghpat,Rice,29.11,0.04,0.81,17.2,5.011693250179747,86.2203598022461
2023-09-22,Baghpat,Rice,28.63,1.83,0.99,18.2,4.986877048774524,81.54620826244354
2023-09-23,Baghpat,Rice,28.36,7.6,1.2,13.78,4.713348000928938,93.57414543628693
2023-09-24,Baghpat,Rice,27.56,2.36,1.04,14.85,4.66252038463635,95.5862045288086
2023-09-25,Baghpat,Rice,27.7,0.0,0.91,19.3,4.8708007392467225,88.45939636230469
2023-09-26,Baghpat,Rice,26.61,0.0,1.17,19.13,4.72348811954148,83.32958221435547
2023-09-27,Baghpat,Rice,25.82,0.0,1.57,20.32,4.671038368748769,77.90489494800568
2023-09-28,Baghpat,Rice,24.98,0.0,1.51,20.88,4.583609200895753,72.65873104333878
2023-09-29,Baghpat,Rice,25.12,0.0,1.02,20.64,4.5656645751829545,68.32408905029297
2023-09-30,Baghpat,Rice,25.26,0.0,1.67,20.23,4.53987239840073,64.4765853881836
2023-10-01,Baghpat,Rice,24.67,0.03,1.77,19.09,4.405246303595308,60.806845128536224
2023-10-02,Baghpat,Rice,24.33,0.0,2.04,20.38,4.404086942456814,57.437704503536224
2023-10-03,Baghpat,Rice,23.05,0.0,2.11,20.81,4.266722342620606,54.52442318201065
2023-10-04,Baghpat,Rice,23.8,0.0,1.71,20.27,4.300056970758503,52.294349670410156
2023-10-05,Baghpat,Rice,24.22,0.0,1.52,20.36,4.325091957667464,50.533103942871094
2023-10-06,Baghpat,Rice,23.95,0.0,1.63,20.75,4.291766839050902,49.013328552246094
2023-10-07,Baghpat,Rice,24.75,0.0,1.2,19.89,4.314007515049343,47.84507900476456
2023-10-08,Baghpat,Rice,26.32,0.0,1.32,19.54,4.433916820908403,46.81911617517471
2023-10-09,Baghpat,Rice,26.86,0.0,1.24,18.95,4.437356361074349,45.97949981689453
2023-10-10,Baghpat,Rice,26.72,0.0,0.88,18.89,4.397112038514919,45.36933749914169
2023-10-11,Baghpat,Rice,24.66,0.0,1.95,19.59,4.2017133632449974,44.884300231933594
2023-10-12,Baghpat,Rice,24.14,0.0,1.42,19.4,4.119891638296723,44.44236606359482
2023-10-13,Baghpat,Rice,25.01,0.0,1.27,18.51,4.143577880693059,44.05612796545029
2023-10-14,Baghpat,Rice,26.0,0.0,1.34,17.77,4.182798798340854,43.695639073848724
2023-10-15,Baghpat,Rice,25.24,0.01,0.96,16.05,4.010098767320382,45.09754031896591
2023-10-16,Baghpat,Rice,22.56,13.15,1.82,12.17,3.5701083483815745,48.63891452550888
2023-10-17,Baghpat,Rice,22.4,1.19,1.5,10.02,3.4384273610605725,54.42085415124893
2023-10-18,Baghpat,Rice,22.11,0.0,2.38,17.04,3.6978176630191864,53.04412990808487
2023-10-19,Baghpat,Rice,21.57,0.0,1.99,18.23,3.6759232375291147,51.010702550411224
2023-10-20,Baghpat,Rice,21.54,0.0,1.51,17.36,3.617596458174519,49.36618655920029
2023-10-21,Baghpat,Rice,21.54,0.0,1.25,16.61,3.5668526699255807,48.005104064941406
2023-10-22,Baghpat,Rice,22.25,0.0,1.14,15.66,3.571069209774473,47.032736241817474
2023-10-23,Baghpat,Rice,22.25,0.0,1.41,15.83,3.558101075962647,46.2247833609581
2023-10-24,Baghpat,Rice,23.01,0.0,1.28,15.85,3.6061002553349173,45.49999237060547
2023-10-25,Baghpat,Rice,22.8,0.0,1.54,15.7,3.5610378354222707,44.904327392578125
2023-10-26,Baghpat,Rice,22.56,0.0,1.65,16.56,3.5563152535285854,44.40422058105469
2023-10-27,Baghpat,Rice,22.39,0.0,1.56,16.87,3.534570561318782,43.950462341308594
2023-10-28,Baghpat,Rice,22.93,0.0,0.98,14.12,3.444995361755252,43.59092563390732
2023-10-29,Baghpat,Rice,23.38,0.0,1.19,15.44,3.5207931433069954,43.28021854162216
2023-10-30,Baghpat,Rice,23.06,0.0,1.23,14.96,3.4535254713088253,43.03264617919922
2023-10-31,Baghpat,Rice,23.22,0.0,1.05,13.12,3.367663207309648,42.96665042638779
2023-11-01,Baghpat,Wheat,24.05,0.0,1.03,13.92,3.4523115543908864,128.55434864759445
2023-11-02,Baghpat,Wheat,22.98,0.0,1.15,12.87,3.2996925097104572,127.9089018702507
2023-11-03,Baghpat,Wheat,22.51,0.0,1.17,10.92,3.1579437176019707,127.96669006347656
2023-11-04,Baghpat,Wheat,22.43,0.0,1.6,10.54,3.1170434455482203,127.86369323730469
2023-11-05,Baghpat,Wheat,22.39,0.0,1.0,8.84,3.0198570094741477,127.38246470689774
2023-11-06,Baghpat,Wheat,22.05,0.0,1.02,11.21,3.082661697922793,126.92127227783203
2023-11-07,Baghpat,Wheat,21.7,0.0,1.16,11.96,3.071184810192258,126.5127182006836
2023-11-08,Baghpat,Wheat,21.88,0.0,1.45,11.8,3.0617840870166977,126.17396861314774
2023-11-09,Baghpat,Wheat,22.51,0.0,1.61,10.41,3.0325760308140453,126.02863311767578
2023-11-10,Baghpat,Wheat,21.6,3.09,1.45,6.3,2.797812843810678,135.3796049952507
2023-11-11,Baghpat,Wheat,19.59,0.07,2.02,12.76,2.8785456485583043,139.12753611803055
2023-11-12,Baghpat,Wheat,19.47,0.0,2.15,14.38,2.918469907869886,137.384033203125
2023-11-13,Baghpat,Wheat,19.03,0.0,1.44,12.23,2.7862473758988187,135.845947265625
2023-11-14,Baghpat,Wheat,18.58,0.0,1.35,8.42,2.585885749299673,134.55333709716797
2023-11-15,Baghpat,Wheat,18.87,0.0,1.33,9.72,2.646782818801166,133.44726115465164
2023-11-16,Baghpat,Wheat,20.55,0.0,0.97,9.09,2.727536526861208,132.48711079359055
2023-11-17,Baghpat,Wheat,21.51,0.0,1.13,9.92,2.8185757920208974,131.61964416503906
2023-11-18,Baghpat,Wheat,20.09,0.0,1.34,10.67,2.7352085482099,130.80139607191086
2023-11-19,Baghpat,Wheat,19.39,0.0,1.25,10.63,2.6708210745062875,130.13477325439453
2023-11-20,Baghpat,Wheat,19.13,0.0,1.6,10.15,2.6209217813352184,129.52994853258133
2023-11-21,Baghpat,Wheat,18.51,0.0,2.41,10.37,2.5743972724362725,128.95545959472656
2023-11-22,Baghpat,Wheat,17.45,0.0,2.24,11.22,2.5211546626284917,128.44620198011398
2023-11-23,Baghpat,Wheat,18.84,0.0,0.78,12.31,2.652544457488901,128.0073121190071
2023-11-24,Baghpat,Wheat,18.27,0.0,1.01,11.03,2.5515946276914603,127.6056244969368
2023-11-25,Baghpat,Wheat,18.11,0.0,1.32,9.15,2.4564573884091416,127.23826915025711
2023-11-26,Baghpat,Wheat,18.78,0.0,1.15,8.87,2.4812605449187792,126.97105407714844
2023-11-27,Baghpat,Wheat,17.08,0.79,1.52,5.02,2.2598634124560055,136.50283366441727
2023-11-28,Baghpat,Wheat,18.27,0.61,1.32,4.87,2.3271136929482106,178.75156849622726
2023-11-29,Baghpat,Wheat,18.85,0.03,1.16,8.54,2.445765561582644,190.2877762913704
2023-11-30,Baghpat,Wheat,20.06,0.0,1.05,8.05,2.497210350544207,206.24713450670242
2023-12-01,Baghpat,Wheat,20.16,0.0,0.71,9.34,2.5504247549233456,203.01762074232101
2023-12-02,Baghpat,Wheat,18.79,0.0,1.1,10.29,2.4890380537173016,194.1827729344368
2023-12-03,Baghpat,Wheat,18.79,0.12,1.04,10.06,2.472814959175298,186.37447357177734
2023-12-04,Baghpat,Wheat,19.09,0.73,0.76,8.92,2.4400919855766676,179.9451783299446
2023-12-05,Baghpat,Wheat,18.05,0.01,1.87,12.36,2.498327072165091,174.0886688232422
2023-12-06,Baghpat,Wheat,18.2,0.0,1.28,12.47,2.507093278148058,168.69907826185226
2023-12-07,Baghpat,Wheat,18.35,0.0,1.24,10.93,2.4530149357775413,163.90228271484375
2023-12-08,Baghpat,Wheat,16.66,0.0,1.98,11.29,2.3467891953622524,159.71260517835617
2023-12-09,Baghpat,Wheat,15.62,0.0,2.34,12.47,2.3133208497179827,156.0378983616829
2023-12-10,Baghpat,Wheat,14.81,0.0,2.69,13.15,2.276479156667655,152.80379801988602
2023-12-11,Baghpat,Wheat,14.7,0.0,1.06,12.56,2.245348194283909,150.0188872218132
2023-12-12,Baghpat,Wheat,15.15,0.0,0.92,11.32,2.2301705216313805,147.59502857923508
2023-12-13,Baghpat,Wheat,14.85,0.0,1.49,12.15,2.235758439054402,145.41149586439133
2023-12-14,Baghpat,Wheat,13.92,0.0,2.35,11.04,2.132419906764823,143.4099242091179
2023-12-15,Baghpat,Wheat,14.85,0.0,1.56,12.28,2.235758301442899,141.67099446058273
2023-12-16,Baghpat,Wheat,14.66,0.0,1.59,12.47,2.227537378864638,140.14949798583984
2023-12-17,Baghpat,Wheat,14.38,0.0,1.89,11.65,2.17928686916439,138.80939930677414
2023-12-18,Baghpat,Wheat,13.63,0.0,2.91,12.75,2.163872857449256,137.63980865478516
2023-12-19,Baghpat,Wheat,12.91,0.0,2.74,14.07,2.155533191605586,136.6098403930664
2023-12-20,Baghpat,Wheat,12.28,0.0,1.85,11.17,2.020183280732689,135.72292774915695
2023-12-21,Baghpat,Wheat,12.66,0.0,1.81,12.24,2.080329367786747,134.9350020289421
2023-12-22,Baghpat,Wheat,14.78,0.0,1.04,11.33,2.194362878127724,134.23175364732742
2023-12-23,Baghpat,Wheat,16.2,0.0,1.49,9.71,2.2316112995738053,134.87548381090164
2023-12-24,Baghpat,Wheat,16.49,0.0,0.99,9.14,2.2305484716314483,134.10873413085938
2023-12-25,Baghpat,Wheat,14.75,0.0,1.8,10.18,2.1560106860050148,133.33340138196945
2023-12-26,Baghpat,Wheat,14.78,0.0,1.52,9.42,2.13300761288394,132.65018910169601
2023-12-27,Baghpat,Wheat,15.45,0.0,0.78,7.37,2.103133255492582,132.10143595933914
2023-12-28,Baghpat,Wheat,14.69,0.0,0.77,6.87,2.039211726017005,131.73751384019852
2023-12-29,Baghpat,Wheat,15.36,0.0,1.06,3.54,2.0567485857581933,131.92749470472336
2023-12-30,Baghpat,Wheat,15.27,0.0,1.02,5.09,2.055109899941865,131.88400268554688
2023-12-31,Baghpat,Wheat,14.45,0.0,0.92,2.45,2.008397630751218,131.67515248060226
2024-01-01,Baghpat,Wheat,12.57,0.0,1.34,7.22,1.9318336479201548,131.35985881090164
2024-01-02,Baghpat,Wheat,12.02,0.0,1.41,8.77,1.953077915534475,131.09837025403976
2024-01-03,Baghpat,Wheat,13.49,0.0,1.06,3.99,1.9632844242705663,130.87062388658524
2024-01-04,Baghpat,Wheat,11.59,0.0,0.91,2.09,1.8493808967259047,131.07032775878906
2024-01-05,Baghpat,Wheat,12.22,0.0,1.05,2.5,1.8948125401730764,131.31065368652344
2024-01-06,Baghpat,Wheat,12.68,0.0,0.83,4.94,1.9300905374315787,131.36157542467117
2024-01-07,Baghpat,Wheat,11.97,0.0,1.07,6.79,1.9085260816039793,131.0125395655632
2024-01-08,Baghpat,Wheat,13.81,0.0,1.01,5.24,2.0157245435774622,130.66463023424149
2024-01-09,Baghpat,Wheat,13.3,0.07,1.27,3.44,1.990677896533735,130.34591674804688
2024-01-10,Baghpat,Wheat,11.77,0.0,2.61,10.39,2.033843394252609,130.07011860609055
2024-01-11,Baghpat,Wheat,10.41,0.0,2.06,11.69,1.986458016635057,129.86640483140945
2024-01-12,Baghpat,Wheat,10.98,0.0,2.01,11.54,2.0290893934105805,129.61292266845703
2024-01-13,Baghpat,Wheat,12.16,0.0,1.52,8.72,2.0275123178282666,129.44411784410477
2024-01-14,Baghpat,Wheat,11.46,0.0,1.74,9.26,2.00550580047668,129.26845997571945
2024-01-15,Baghpat,Wheat,11.26,0.0,1.26,11.73,2.0780092523647076,129.16031330823898
2024-01-16,Baghpat,Wheat,12.65,0.0,1.34,6.07,2.0100416410950426,129.0996551513672
2024-01-17,Baghpat,Wheat,12.12,0.0,1.62,10.06,2.1027499524215116,128.8702055811882
2024-01-18,Baghpat,Wheat,11.88,0.0,1.11,7.25,2.0011055283320975,128.62872630357742
2024-01-19,Baghpat,Wheat,12.52,0.0,1.05,3.97,2.032462073331262,128.4359022974968
2024-01-20,Baghpat,Wheat,11.94,0.0,1.04,8.01,2.049824753159142,128.5177230834961
2024-01-21,Baghpat,Wheat,11.02,0.0,2.45,8.98,2.027513940084387,128.3426284790039
2024-01-22,Baghpat,Wheat,11.16,0.0,1.18,9.7,2.070465151890826,128.16867381334305
2024-01-23,Baghpat,Wheat,12.25,0.0,1.45,8.03,2.102418442816482,127.98671275377274
2024-01-24,Baghpat,Wheat,11.76,0.0,1.53,8.62,2.0984690706853697,127.83508747816086
2024-01-25,Baghpat,Wheat,12.0,0.0,1.22,8.56,2.1243591056816973,127.64225006103516
2024-01-26,Baghpat,Wheat,14.28,0.0,1.08,10.01,2.350988849755004,127.43511646986008
2024-01-27,Baghpat,Wheat,14.32,0.0,2.65,14.56,2.5231105311826973,127.22625285387039
2024-01-28,Baghpat,Wheat,13.94,0.0,1.34,6.63,2.242134944098007,127.07405090332031
2024-01-29,Baghpat,Wheat,14.65,0.0,1.39,10.96,2.4501271085026395,126.89037322998047
2024-01-30,Baghpat,Wheat,15.36,0.0,1.0,6.87,2.372361696785523,126.71641856431961
2024-01-31,Baghpat,Wheat,15.18,3.44,1.21,5.84,2.374774660716369,191.32003784179688
2024-02-01,Baghpat,Wheat,13.5,15.35,3.2,8.08,2.300944807396532,291.88214242458344
2024-02-02,Baghpat,Wheat,13.57,0.03,2.43,12.6,2.4769269739244244,259.9645525217056
2024-02-03,Baghpat,Wheat,15.25,1.92,2.02,11.33,2.578421306353518,236.50131225585938
2024-02-04,Baghpat,Wheat,15.24,2.41,1.11,6.43,2.442962709730506,279.1483014822006
2024-02-05,Baghpat,Wheat,15.79,0.3,1.57,10.83,2.6319297060892417,283.09307992458344
2024-02-06,Baghpat,Wheat,12.48,0.0,2.59,16.54,2.5705866776163124,253.13358306884766
2024-02-07,Baghpat,Wheat,12.45,0.0,3.05,14.41,2.5149851855942016,233.57392251491547
2024-02-08,Baghpat,Wheat,12.37,0.0,3.9,17.18,2.609407702797192,218.28460693359375
2024-02-09,Baghpat,Wheat,13.56,0.0,1.84,18.5,2.769413995375668,206.20651245117188
2024-02-10,Baghpat,Wheat,14.94,0.0,0.99,17.04,2.8585106562695723,196.36458903551102
2024-02-11,Baghpat,Wheat,15.1,0.0,1.13,15.6,2.839415968231414,187.72544860839844
2024-02-12,Baghpat,Wheat,16.91,0.0,0.94,10.92,2.8373860306830574,180.40409088134766
2024-02-13,Baghpat,Wheat,18.28,0.0,0.77,10.26,2.940423811581754,174.01084452867508
2024-02-14,Baghpat,Wheat,17.17,0.0,1.02,14.17,3.017118677807282,167.77496337890625
2024-02-15,Baghpat,Wheat,16.32,0.0,1.76,15.89,3.023092312691949,162.0649293065071
2024-02-16,Baghpat,Wheat,16.23,0.0,1.7,16.99,3.0714729594611163,156.79092854261398
2024-02-17,Baghpat,Wheat,16.58,0.0,2.05,18.19,3.163255056897809,152.02159881591797
2024-02-18,Baghpat,Wheat,18.94,0.0,1.5,15.66,3.302783523838407,148.0459213256836
2024-02-19,Baghpat,Wheat,19.54,0.22,3.64,14.25,3.31998136069959,146.19655162096024
2024-02-20,Baghpat,Wheat,19.75,2.02,1.73,13.78,3.3391169899203432,147.42908030748367
2024-02-21,Baghpat,Wheat,17.36,0.0,1.91,15.81,3.2213085644785378,144.18124705553055
2024-02-22,Baghpat,Wheat,17.04,0.0,2.08,18.15,3.2955292388507904,141.80431365966797
2024-02-23,Baghpat,Wheat,15.37,0.0,2.1,19.84,3.2125864858736883,139.6579697728157
2024-02-24,Baghpat,Wheat,16.38,0.0,1.88,16.62,3.2149732375903177,138.48552256822586
2024-02-25,Baghpat,Wheat,17.08,0.0,1.66,16.12,3.2809932364590346,137.1751829981804
2024-02-26,Baghpat,Wheat,17.67,0.0,2.14,12.56,3.2187330824562728,135.52895039319992
2024-02-27,Baghpat,Wheat,16.56,0.22,2.47,14.87,3.2228820953978206,136.84387654066086
2024-02-28,Baghpat,Wheat,17.66,0.04,2.83,20.13,3.5404064806932274,135.5169340968132
2024-02-29,Baghpat,Wheat,18.21,0.0,2.28,20.96,3.6452025337438823,134.2025712132454
2024-03-01,Baghpat,Wheat,21.75,1.37,1.06,15.59,3.8038132308768686,135.79444885253906
2024-03-02,Baghpat,Wheat,20.08,5.53,4.08,13.75,3.5879395727996384,243.62010955810547
2024-03-03,Baghpat,Wheat,17.72,13.37,2.13,12.65,3.3402454892480216,335.3731155395508
2024-03-04,Baghpat,Wheat,14.73,0.14,2.05,21.36,3.3768746879072835,296.4328855276108
2024-03-05,Baghpat,Wheat,13.99,0.0,2.49,20.49,3.2891444063565154,274.2685317993164
2024-03-06,Baghpat,Wheat,15.24,0.0,2.15,18.07,3.35342339340851,257.9246520996094
2024-03-07,Baghpat,Wheat,17.7,0.0,2.24,20.76,3.7212139470670635,243.64872872829437
2024-03-08,Baghpat,Wheat,18.54,0.0,2.47,20.31,3.812070522025992,229.87231314182281
2024-03-09,Baghpat,Wheat,18.27,0.0,2.43,22.04,3.8668969258014996,216.8930098414421
2024-03-10,Baghpat,Wheat,19.81,0.0,1.46,18.62,3.919509265068421,205.50785064697266
2024-03-11,Baghpat,Wheat,22.55,0.0,1.34,20.99,4.325790962466568,195.8267256617546
2024-03-12,Baghpat,Wheat,22.76,0.0,2.07,20.38,4.344396706570695,185.81371754407883
2024-03-13,Baghpat,Wheat,22.32,0.0,2.03,19.56,4.284318647341721,177.7484893798828
2024-03-14,Baghpat,Wheat,22.15,0.0,1.82,20.61,4.330751654030236,170.15991657972336
2024-03-15,Baghpat,Wheat,21.58,0.0,2.76,22.99,4.3855416973799315,162.47234344482422
2024-03-16,Baghpat,Wheat,20.39,0.0,1.55,21.27,4.205922770761852,155.98182678222656
2024-03-17,Baghpat,Wheat,21.25,0.0,1.58,19.9,4.26538102828658,150.70667266845703
2024-03-18,Baghpat,Wheat,22.75,0.0,1.65,23.28,4.591138785743967,146.27551585435867
2024-03-19,Baghpat,Wheat,23.19,0.0,1.52,22.31,4.621518895727014,142.57221668958664
2024-03-20,Baghpat,Wheat,24.57,0.01,1.24,22.52,4.807805510556354,139.37759846448898
2024-03-21,Baghpat,Wheat,21.08,0.0,2.18,20.81,4.362843130860086,137.24556416273117
2024-03-22,Baghpat,Wheat,24.22,0.0,1.68,21.91,4.7840766788629505,135.54096668958664
2024-03-23,Baghpat,Wheat,26.04,0.0,3.16,22.99,5.061686901848524,133.91190022230148
2024-03-24,Baghpat,Wheat,23.65,0.0,1.98,12.46,4.3367305226652295,132.6770782470703
2024-03-25,Baghpat,Wheat,25.17,0.0,3.06,23.74,5.036355969961488,131.53267353773117
2024-03-26,Baghpat,Wheat,26.72,0.0,2.45,19.18,5.028590126923057,130.2423432469368
2024-03-27,Baghpat,Wheat,29.22,0.0,2.4,18.12,5.280114553518437,129.0784791111946
2024-03-28,Baghpat,Wheat,30.38,0.0,2.39,19.67,5.51261643251307,127.97183990478516
2024-03-29,Baghpat,Wheat,30.88,0.12,1.11,19.47,5.582183157934114,127.07119435071945
2024-03-30,Baghpat,Wheat,29.75,2.77,2.32,21.84,5.59293359940496,136.6756483912468
2024-03-31,Baghpat,Wheat,28.65,0.01,2.43,23.5,5.564466893648229,141.4930298924446
2024-04-01,Baghpat,Wheat,25.49,0.0,3.36,20.76,5.08229425964441,137.41836547851562
2024-04-02,Baghpat,Wheat,26.35,0.0,3.07,23.79,5.341880296412923,134.6042588353157
2024-04-03,Baghpat,Wheat,28.33,0.0,1.5,20.46,5.441939179558158,132.20901936292648
2024-04-04,Baghpat,Wheat,29.66,0.0,2.22,21.98,5.695173429171904,130.29899150133133
2024-04-05,Baghpat,Wheat,28.63,0.0,2.86,18.34,5.412172344709709,128.80553752183914
2024-04-06,Baghpat,Wheat,27.22,0.0,2.52,23.53,5.513166620399838,127.52781361341476
2024-04-07,Baghpat,Wheat,27.19,0.0,2.36,26.47,5.663173872249153,126.51385813951492
2024-04-08,Baghpat,Wheat,28.47,0.0,2.51,25.32,5.789579008927719,125.73165893554688
2024-04-09,Baghpat,Wheat,28.76,0.0,2.15,21.28,5.6499857735139685,125.15086680650711
2024-04-10,Baghpat,Wheat,29.97,0.0,1.53,23.23,5.913229249063415,125.06618946790695
2024-04-11,Baghpat,Wheat,30.41,0.0,1.37,20.64,5.855604499171901,124.90195780992508
2024-04-12,Baghpat,Wheat,31.98,0.01,1.13,21.37,6.103904600980411,124.55120533704758
2024-04-13,Baghpat,Wheat,31.48,0.0,2.09,16.3,5.791426150202632,124.26681071519852
2024-04-14,Baghpat,Wheat,29.3,0.91,1.2,12.68,5.3607507623703405,124.59125071763992
2024-04-15,Baghpat,Wheat,29.3,1.52,1.8,15.42,5.5236112949038265,124.60556030273438
2024-04-16,Baghpat,Wheat,29.95,0.0,3.53,24.06,6.059812592011535,124.40471649169922
2024-04-17,Baghpat,Wheat,29.36,0.0,4.49,25.59,6.075883691136508,124.20902252197266
2024-04-18,Baghpat,Wheat,30.64,0.0,3.12,25.15,6.235832762978108,126.22031718492508
2024-04-19,Baghpat,Wheat,31.67,0.1,2.41,23.39,6.295223674426718,129.03785705566406
2024-04-20,Baghpat,Wheat,30.51,0.0,2.94,24.4,6.214413185128871,127.58674174547195
2024-04-21,Baghpat,Wheat,31.07,0.0,3.12,22.21,6.1906935148512465,126.41772776842117
2024-04-22,Baghpat,Wheat,31.39,0.03,2.64,24.2,6.349323201328933,125.50678253173828
2024-04-23,Baghpat,Wheat,31.52,0.0,1.96,23.33,6.336901428619554,130.65834045410156
2024-04-24,Baghpat,Wheat,30.62,0.82,2.37,26.15,6.377333889385925,132.8842118382454
2024-04-25,Baghpat,Wheat,31.78,0.0,3.03,26.38,6.556739592251135,130.17024546861649
2024-04-26,Baghpat,Wheat,33.59,0.06,1.8,23.9,6.6797453096897685,128.00674885511398
2024-04-27,Baghpat,Wheat,33.38,0.77,2.81,23.73,6.658065859953738,126.50471180677414
2024-04-28,Baghpat,Wheat,31.88,0.14,2.29,22.8,6.428409371561036,125.53310841321945
2024-04-29,Baghpat,Wheat,32.72,0.0,2.82,24.6,6.645980035681366,124.8544692993164
2024-04-30,Baghpat,Wheat,30.16,0.0,3.25,27.27,6.453655944626959,124.43503886461258
2024-05-01,Baghpat,None,27.53,0.0,3.86,25.59,6.033632422386094,124.1947129368782
2024-05-02,Baghpat,None,28.69,0.0,3.1,27.68,6.29930992864354,124.0350678563118
2024-05-03,Baghpat,None,31.1,0.0,3.48,24.9,6.498507682359466,123.90003204345703
2024-05-04,Baghpat,None,33.93,0.0,2.81,23.59,6.816386345371584,123.7833023071289
2024-05-05,Baghpat,None,34.25,0.0,3.2,26.38,7.021462254640965,123.71807098388672
2024-05-06,Baghpat,None,34.66,0.0,2.7,25.55,7.043932701175902,123.66028279066086
2024-05-07,Baghpat,None,35.95,0.0,1.36,23.74,7.127792419465533,123.6288070678711
2024-05-08,Baghpat,None,34.42,0.0,2.39,24.0,6.950377590191771,123.6288070678711
2024-05-09,Baghpat,None,32.96,0.0,2.7,24.82,6.810130979020022,123.63681346178055
2024-05-10,Baghpat,None,33.91,0.24,2.25,23.29,6.865240155796235,123.64367991685867
2024-05-11,Baghpat,None,34.06,0.1,2.26,23.71,6.918268393723214,124.42302256822586
2024-05-12,Baghpat,None,34.47,0.0,1.79,22.62,6.92279686802772,134.60369557142258
2024-05-13,Baghpat,None,34.71,0.2,1.91,21.33,6.892058274397716,137.49561309814453
2024-05-14,Baghpat,None,33.99,0.0,2.59,25.32,7.024732554292834,133.08333903551102
2024-05-15,Baghpat,None,34.99,0.0,1.72,26.12,7.213243194263752,129.82348948717117
2024-05-16,Baghpat,None,36.06,0.01,1.92,25.51,7.334453681403352,127.5014877319336
2024-05-17,Baghpat,None,38.37,0.0,2.1,24.31,7.5878037996800405,125.87699443101883
2024-05-18,Baghpat,None,38.3,0.0,2.45,25.17,7.637435778836512,124.84646290540695
2024-05-19,Baghpat,None,38.58,0.02,3.1,25.01,7.6745953228051516,124.25423115491867
2024-05-20,Baghpat,None,38.57,0.02,3.0,24.67,7.661337636868643,123.92464131116867
2024-05-21,Baghpat,None,37.3,0.02,2.08,25.32,7.533700617772038,123.77815246582031
2024-05-22,Baghpat,None,37.05,0.0,2.21,24.34,7.450651647906805,123.79817515611649
2024-05-23,Baghpat,None,36.54,0.0,3.21,24.15,7.377441329885698,123.77585917711258
2024-05-24,Baghpat,None,36.81,0.0,2.28,24.11,7.418438683056197,123.7117812037468
2024-05-25,Baghpat,None,38.1,0.01,2.71,24.07,7.597816977749313,123.64082336425781
2024-05-26,Baghpat,None,38.72,0.0,2.71,27.17,7.8704346931912115,123.58475178480148
2024-05-27,Baghpat,None,38.85,0.0,2.21,26.52,7.85662065561053,123.56071919202805
2024-05-28,Baghpat,None,40.04,0.0,2.2,28.27,8.131324171536573,123.54812622070312
2024-05-29,Baghpat,None,39.82,0.0,1.76,25.76,7.957090337597836,123.52638691663742
2024-05-30,Baghpat,None,39.37,0.0,2.6,26.98,7.9722236364726236,123.5195204615593
2024-05-31,Baghpat,None,39.3,0.07,2.29,26.4,7.933157529885158,123.50521087646484
2024-06-01,Baghpat,Rice,38.52,0.07,2.85,19.92,7.442323291695839,41.51821285486221
2024-06-02,Baghpat,Rice,38.37,0.19,2.37,25.14,7.739112874101585,41.57600551843643
2024-06-03,Baghpat,Rice,38.57,0.0,2.82,24.82,7.751749294922177,41.413114964962006
2024-06-04,Baghpat,Rice,39.31,1.62,2.59,21.76,7.672088842079636,41.37439727783203
2024-06-05,Baghpat,Rice,38.75,0.0,2.57,23.2,7.687055290278287,41.79725646972656
2024-06-06,Baghpat,Rice,37.08,1.48,2.61,24.88,7.560185754528064,41.912841796875
2024-06-07,Baghpat,Rice,37.26,0.0,3.76,23.87,7.529325285673681,42.5443634390831
2024-06-08,Baghpat,Rice,37.22,0.0,4.18,22.96,7.473358444943104,42.710115015506744
2024-06-09,Baghpat,Rice,36.97,0.0,3.52,26.42,7.640319338941808,42.145536839962006
2024-06-10,Baghpat,Rice,37.32,0.0,3.18,24.35,7.572145306172272,41.74518585205078
2024-06-11,Baghpat,Rice,37.88,0.0,2.68,23.03,7.573174348946395,41.498757898807526
2024-06-12,Baghpat,Rice,38.67,0.0,2.66,26.09,7.863512304185974,41.363525390625
2024-06-13,Baghpat,Rice,39.46,0.0,4.24,24.65,7.888781676927839,41.281700134277344
2024-06-14,Baghpat,Rice,39.95,0.04,5.38,23.78,7.904433109410813,41.24145358800888
2024-06-15,Baghpat,Rice,40.46,0.0,5.17,26.82,8.159876651072624,41.216468811035156
2024-06-16,Baghpat,Rice,40.47,0.0,4.93,26.35,8.133461819644014,41.20139926671982
2024-06-17,Baghpat,Rice,41.21,0.0,4.95,24.45,8.12004233367878,41.19434505701065
2024-06-18,Baghpat,Rice,41.3,0.0,5.24,24.71,8.14852096085475,41.19052737951279
2024-06-19,Baghpat,Rice,40.94,0.0,4.53,23.68,8.034902193263145,41.19510501623154
2024-06-20,Baghpat,Rice,38.04,6.53,1.71,21.88,7.530717618764823,41.909028589725494
2024-06-21,Baghpat,Rice,36.08,1.15,1.58,18.04,7.040396361973914,63.892556726932526
2024-06-22,Baghpat,Rice,36.11,0.04,1.33,17.84,7.031390577543245,61.67716830968857
2024-06-23,Baghpat,Rice,37.75,0.94,1.43,18.42,7.279631964124222,56.226347386837006
2024-06-24,Baghpat,Rice,36.6,5.64,2.31,16.01,6.981420001310734,53.061676025390625
