date,district,crop,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,ETo_mm,real_soil_moisture_mm
2020-10-28,Meerut,Rice,22.35,0.0,1.29,13.95,3.3672779751987156,41.69025421142578
2020-10-29,Meerut,Rice,22.11,0.0,1.14,13.07,3.2907062656022403,41.65783077478409
2020-10-30,Meerut,Rice,22.22,0.0,1.74,14.67,3.3493074262925884,41.63226932287216
2020-10-31,Meerut,Rice,22.01,0.0,2.67,14.32,3.2986183705549244,41.60442352294922
2020-11-01,Meerut,Wheat,21.19,0.0,2.26,14.82,3.2333863696973792,124.7222900390625
2020-11-02,Meerut,Wheat,20.54,0.0,2.07,15.56,3.1917564418063917,124.64905232191086
2020-11-03,Meerut,Wheat,20.98,0.0,1.47,15.73,3.2178883975769597,124.58324432373047
2020-11-04,Meerut,Wheat,20.97,0.0,1.94,13.19,3.096545829402894,124.54090565443039
2020-11-05,Meerut,Wheat,21.12,0.0,1.76,11.68,3.028415159892883,124.50942993164062
2020-11-06,Meerut,Wheat,20.87,0.0,1.89,11.99,3.005617266361184,124.48597401380539
2020-11-07,Meerut,Wheat,20.86,0.0,1.94,12.21,2.9979209754436225,124.4756743311882
2020-11-08,Meerut,Wheat,20.81,0.0,1.4,10.01,2.8852586112740606,124.45907145738602
2020-11-09,Meerut,Wheat,19.8,0.0,1.47,12.13,2.881923016196716,124.44533854722977
2020-11-10,Meerut,Wheat,22.56,0.0,1.21,12.17,3.079245032005266,124.43447560071945
2020-11-11,Meerut,Wheat,21.77,0.0,1.24,12.7,3.0260682201873714,124.40814971923828
2020-11-12,Meerut,Wheat,20.93,0.0,1.22,12.93,2.956550988868295,124.38411712646484
2020-11-13,Meerut,Wheat,20.72,0.0,1.5,12.75,2.918774917530626,124.37439411878586
2020-11-14,Meerut,Wheat,21.21,0.0,1.12,10.75,2.8575778555467646,124.35722798109055
2020-11-15,Meerut,Wheat,22.11,2.78,1.79,10.8,2.9115261276592346,147.72948771715164
2020-11-16,Meerut,Wheat,19.87,1.02,1.79,9.65,2.687395539574616,234.21306610107422
2020-11-17,Meerut,Wheat,18.87,0.0,2.02,11.78,2.6889406928500086,219.64302510023117
2020-11-18,Meerut,Wheat,17.76,0.0,1.46,11.9,2.6003780631704756,205.81741780042648
2020-11-19,Meerut,Wheat,17.09,0.0,1.8,10.65,2.493059952639788,194.74010914564133
2020-11-20,Meerut,Wheat,17.08,0.0,2.99,12.91,2.5659256487436393,185.47439128160477
2020-11-21,Meerut,Wheat,16.22,0.0,3.6,14.67,2.554551403642676,177.23923176527023
2020-11-22,Meerut,Wheat,15.72,0.0,2.3,13.55,2.468245012895909,170.4523041844368
2020-11-23,Meerut,Wheat,17.03,0.0,1.35,11.39,2.4751806526177695,164.88017588853836
2020-11-24,Meerut,Wheat,17.31,0.0,1.14,9.78,2.423988689025183,160.70938110351562
2020-11-25,Meerut,Wheat,17.98,0.0,1.08,6.63,2.333536010143521,158.9555785059929
2020-11-26,Meerut,Wheat,16.8,0.54,2.75,10.03,2.380366769208969,173.13251495361328
2020-11-27,Meerut,Wheat,17.48,0.0,2.79,14.76,2.594714318398643,170.07808238267899
2020-11-28,Meerut,Wheat,16.23,0.0,2.46,14.64,2.490523797049696,164.8178145289421
2020-11-29,Meerut,Wheat,15.62,0.0,1.6,14.23,2.4242632246070057,160.32715290784836
2020-11-30,Meerut,Wheat,16.58,0.0,1.68,13.5,2.460587882734764,156.46992176771164
2020-12-01,Meerut,Wheat,16.82,0.0,1.66,12.82,2.446151749339638,153.1551405787468
2020-12-02,Meerut,Wheat,17.65,0.0,2.58,13.15,2.5100859268979447,150.15849620103836
2020-12-03,Meerut,Wheat,17.57,0.0,1.46,11.73,2.445155481977745,147.54810333251953
2020-12-04,Meerut,Wheat,19.38,0.0,0.91,12.32,2.5870248451225613,145.29247283935547
2020-12-05,Meerut,Wheat,19.53,0.0,1.48,12.5,2.598451242463048,143.2170867919922
2020-12-06,Meerut,Wheat,18.84,0.0,1.5,12.4,2.5410246430890853,141.3494110107422
2020-12-07,Meerut,Wheat,18.59,0.0,2.37,10.14,2.430803605841542,139.6957352757454
2020-12-08,Meerut,Wheat,18.59,0.0,1.43,11.29,2.471148922150638,138.25377970933914
2020-12-09,Meerut,Wheat,19.52,0.0,2.04,12.42,2.574445752852957,136.95202320814133
2020-12-10,Meerut,Wheat,20.01,0.0,1.91,12.08,2.590685933315762,135.8018919825554
2020-12-11,Meerut,Wheat,20.91,0.0,1.14,7.35,2.4484209669609376,135.10608673095703
2020-12-12,Meerut,Wheat,19.12,5.08,1.2,6.73,2.3059133598038652,180.27019500732422
2020-12-13,Meerut,Wheat,14.57,0.09,2.74,10.34,2.1496391161746753,182.49606639146805
2020-12-14,Meerut,Wheat,12.5,0.0,2.24,11.67,2.053377571721507,176.8198013305664
2020-12-15,Meerut,Wheat,11.49,0.0,2.06,10.72,1.9537741678066702,172.1054032444954
2020-12-16,Meerut,Wheat,12.03,0.0,3.13,11.24,2.005194413849356,167.8436279296875
2020-12-17,Meerut,Wheat,9.93,0.0,3.12,12.6,1.9029720707678304,164.0527680516243
2020-12-18,Meerut,Wheat,10.8,0.0,3.13,13.84,1.9988106203970075,160.57147532701492
2020-12-19,Meerut,Wheat,11.86,0.0,2.92,13.89,2.0742340564975894,157.14798420667648
2020-12-20,Meerut,Wheat,12.8,0.0,2.55,12.58,2.0987474045825762,154.01458740234375
2020-12-21,Meerut,Wheat,13.08,0.0,2.18,11.5,2.083403768944467,151.4362335205078
2020-12-22,Meerut,Wheat,14.69,0.0,1.73,11.73,2.200854601370121,149.12395477294922
2020-12-23,Meerut,Wheat,14.06,0.0,1.73,10.94,2.1326744770537265,146.96102142333984
2020-12-24,Meerut,Wheat,13.5,0.0,1.98,11.12,2.1028007587824207,144.97146606445312
2020-12-25,Meerut,Wheat,12.73,0.0,2.28,11.94,2.0795194193074495,143.0975005030632
2020-12-26,Meerut,Wheat,13.36,0.0,2.06,11.28,2.1029369616808165,141.53823852539062
2020-12-27,Meerut,Wheat,15.49,0.05,1.4,10.51,2.222033924820516,142.97218769788742
2020-12-28,Meerut,Wheat,11.52,0.02,2.36,12.35,2.017210499928948,148.5952377319336
2020-12-29,Meerut,Wheat,10.96,0.0,2.77,12.59,1.9889997185667057,146.34589701890945
2020-12-30,Meerut,Wheat,10.29,0.0,2.47,9.9,1.865362329406748,144.68193501234055
2020-12-31,Meerut,Wheat,10.6,0.0,1.83,8.94,1.8596328890382126,143.28632801771164
2021-01-01,Meerut,Wheat,12.76,0.0,0.98,7.12,1.9384499608379755,142.2014281153679
2021-01-02,Meerut,Wheat,12.91,5.02,1.34,4.19,1.9194789248211421,172.06020802259445
2021-01-03,Meerut,Wheat,15.65,15.6,2.59,2.9,2.0963790401536873,219.6819305419922
2021-01-04,Meerut,Wheat,17.88,0.22,1.82,8.03,2.3161052289052315,287.9671096801758
2021-01-05,Meerut,Wheat,17.69,6.13,2.47,6.36,2.242037414142288,304.7384262084961
2021-01-06,Meerut,Wheat,16.54,7.16,1.09,5.15,2.172028630563605,311.6781324148178
2021-01-07,Meerut,Wheat,14.88,0.1,1.49,5.93,2.074120154381516,274.2742449045181
2021-01-08,Meerut,Wheat,15.63,0.21,1.0,4.76,2.129367308746178,255.3497314453125
2021-01-09,Meerut,Wheat,16.07,0.71,2.0,7.15,2.1973084207537648,241.50639474391937
2021-01-10,Meerut,Wheat,13.08,0.0,2.85,11.1,2.1456620814843324,230.53436279296875
2021-01-11,Meerut,Wheat,11.25,0.0,2.94,11.03,2.0231845209937878,221.92268818616867
2021-01-12,Meerut,Wheat,11.06,0.0,2.66,11.88,2.0433394957607214,214.62420970201492
2021-01-13,Meerut,Wheat,10.16,0.0,2.36,10.84,1.9556020358712027,208.0478623509407
2021-01-14,Meerut,Wheat,11.48,0.0,1.28,10.14,2.0334161704012463,202.38762348890305
2021-01-15,Meerut,Wheat,12.28,0.0,1.19,10.95,2.12379181549993,197.04322814941406
2021-01-16,Meerut,Wheat,11.04,0.0,1.79,9.14,1.9871770508246647,192.67444610595703
2021-01-17,Meerut,Wheat,11.08,0.0,1.55,6.23,1.9138939109017667,189.18686360120773
2021-01-18,Meerut,Wheat,13.65,0.0,1.37,5.78,2.094936037583284,186.98444813489914
2021-01-19,Meerut,Wheat,15.29,0.0,2.2,9.47,2.3223178452835938,183.3337739109993
2021-01-20,Meerut,Wheat,13.42,0.0,3.41,12.74,2.3118296524190614,178.78989726305008
2021-01-21,Meerut,Wheat,12.55,0.0,2.97,15.27,2.3374893783370863,174.3152618408203
2021-01-22,Meerut,Wheat,13.06,0.0,1.3,9.59,2.2006141182282706,170.5524444580078
2021-01-23,Meerut,Wheat,14.1,0.0,2.02,10.93,2.3329712048039717,167.4362137913704
2021-01-24,Meerut,Wheat,12.29,0.0,1.64,6.49,2.0723861527328453,166.5201187133789
2021-01-25,Meerut,Wheat,11.07,0.0,1.38,8.08,2.0405403483164206,163.61618489027023
2021-01-26,Meerut,Wheat,11.95,0.0,1.64,12.09,2.2459258492954652,160.64528971910477
2021-01-27,Meerut,Wheat,11.91,0.0,1.92,14.18,2.3201877884959146,157.7093169093132
2021-01-28,Meerut,Wheat,11.35,0.0,1.46,10.48,2.172179046835844,155.06401509046555
2021-01-29,Meerut,Wheat,11.51,0.0,2.61,13.9,2.303745470513861,152.61325389146805
2021-01-30,Meerut,Wheat,12.13,0.0,2.59,15.89,2.4266654099923346,150.238037109375
2021-01-31,Meerut,Wheat,13.88,0.0,1.54,16.46,2.600356161413099,148.0190321803093
2021-02-01,Meerut,Wheat,15.1,0.0,1.87,15.92,2.696379729451343,145.99514454603195
2021-02-02,Meerut,Wheat,16.07,0.0,1.39,15.96,2.79199194500647,144.07711029052734
2021-02-03,Meerut,Wheat,16.26,0.18,1.95,14.43,2.7684622699426957,142.3822358250618
2021-02-04,Meerut,Wheat,15.69,4.95,1.91,9.73,2.566126310356027,194.14215087890625
2021-02-05,Meerut,Wheat,14.4,0.23,1.38,14.65,2.6536509141446247,241.38164520263672
2021-02-06,Meerut,Wheat,14.14,0.0,2.49,17.28,2.7337987907101406,224.06959533691406
2021-02-07,Meerut,Wheat,14.27,0.0,2.51,17.37,2.7628838764408497,210.4539915919304
2021-02-08,Meerut,Wheat,14.94,0.0,1.79,16.13,2.7944045045317174,199.51057881116867
2021-02-09,Meerut,Wheat,17.62,0.0,1.77,15.44,3.0146238738695876,189.95646983385086
2021-02-10,Meerut,Wheat,18.75,0.0,1.25,16.76,3.178525104300501,181.16455078125
2021-02-11,Meerut,Wheat,17.42,0.0,1.3,15.79,3.0446280470497467,173.3962967991829
2021-02-12,Meerut,Wheat,17.34,0.0,1.48,12.46,2.9301518007194236,167.65823364257812
2021-02-13,Meerut,Wheat,18.3,0.0,1.33,11.87,3.004651627745876,162.7080962061882
2021-02-14,Meerut,Wheat,19.1,0.0,1.18,15.51,3.2340045818981276,157.77626484632492
2021-02-15,Meerut,Wheat,19.39,0.0,0.98,15.72,3.2864089510109724,153.11909168958664
2021-02-16,Meerut,Wheat,18.98,0.0,1.43,15.53,3.2615403785529993,148.80638122558594
2021-02-17,Meerut,Wheat,18.51,0.0,1.42,16.02,3.2571871925607487,145.10078877210617
2021-02-18,Meerut,Wheat,19.06,0.0,1.07,16.1,3.32865344527831,143.19706410169601
2021-02-19,Meerut,Wheat,18.08,0.0,1.7,16.31,3.2667056702319472,141.3620039820671
2021-02-20,Meerut,Wheat,17.57,0.0,1.81,15.81,3.220137792408273,139.03599232435226
2021-02-21,Meerut,Wheat,17.9,0.0,2.18,17.52,3.3328365085655167,137.2198149561882
2021-02-22,Meerut,Wheat,19.63,0.0,2.09,17.7,3.5211477820075827,135.74295043945312
2021-02-23,Meerut,Wheat,21.65,0.0,1.65,19.07,3.787830567759739,134.3576431274414
2021-02-24,Meerut,Wheat,22.71,0.0,1.68,19.19,3.9162780017819947,132.99064189195633
2021-02-25,Meerut,Wheat,22.75,0.0,2.14,19.26,3.9448404100771572,131.64597004652023
2021-02-26,Meerut,Wheat,24.46,0.0,2.59,19.88,4.160731922857249,130.48152923583984
2021-02-27,Meerut,Wheat,23.65,1.5,1.77,18.85,4.05963007279083,129.53509837388992
2021-02-28,Meerut,Wheat,22.41,0.0,1.81,19.39,3.982254909148598,128.4954071044922
2021-03-01,Meerut,Wheat,20.79,0.0,3.12,20.59,3.8900192656488395,127.71205455064774
2021-03-02,Meerut,Wheat,20.47,0.0,3.64,21.66,3.9199807764640444,127.09121704101562
2021-03-03,Meerut,Wheat,22.13,0.0,2.75,21.38,4.100512470591089,126.53274089097977
2021-03-04,Meerut,Wheat,23.91,0.0,1.69,21.19,4.298007395509856,126.03835612535477
2021-03-05,Meerut,Wheat,23.53,0.0,3.36,20.47,4.251036979939236,125.62522888183594
2021-03-06,Meerut,Wheat,24.35,0.0,3.02,21.72,4.411847279030119,125.26759654283524
2021-03-07,Meerut,Wheat,25.14,0.0,1.83,20.53,4.465845377723893,124.97692555189133
2021-03-08,Meerut,Wheat,24.92,0.33,2.34,17.44,4.328577159708877,125.51422566175461
2021-03-09,Meerut,Wheat,26.02,0.0,1.03,18.43,4.50923172102481,132.7972412109375
2021-03-10,Meerut,Wheat,25.78,0.14,1.45,19.25,4.545235127335819,151.5884354710579
2021-03-11,Meerut,Wheat,26.19,0.0,0.94,19.82,4.6375913521227154,154.50839549303055
2021-03-12,Meerut,Wheat,23.13,0.68,2.58,10.31,3.9120200181782994,159.65652018785477
2021-03-13,Meerut,Wheat,24.22,0.01,1.48,19.6,4.465048952692121,157.96279907226562
2021-03-14,Meerut,Wheat,24.98,0.0,2.42,21.32,4.644520614228431,149.88842457532883
2021-03-15,Meerut,Wheat,24.63,0.0,2.15,18.49,4.503961765184195,143.78470927476883
2021-03-16,Meerut,Wheat,25.37,0.0,2.68,17.32,4.551388268895415,139.32666331529617
2021-03-17,Meerut,Wheat,26.72,0.0,2.33,18.6,4.777372781382514,136.09485626220703
2021-03-18,Meerut,Wheat,27.25,0.0,1.79,16.85,4.773403756703259,133.60003978013992
2021-03-19,Meerut,Wheat,27.75,0.0,2.01,17.92,4.901895059059714,131.61335438489914
2021-03-20,Meerut,Wheat,26.59,0.0,2.57,22.12,4.994608013734022,129.93335276842117
2021-03-21,Meerut,Wheat,27.24,0.0,1.37,22.02,5.086087044056232,128.67966145277023
2021-03-22,Meerut,Wheat,26.99,0.05,2.21,16.94,4.840837942328405,129.05330657958984
2021-03-23,Meerut,Wheat,27.03,0.05,1.44,14.59,4.752225106768775,129.81662303209305
2021-03-24,Meerut,Wheat,25.74,0.08,2.11,20.7,4.922649660006908,128.94001007080078
2021-03-25,Meerut,Wheat,24.62,0.0,3.84,20.69,4.816441056496875,128.06339710950851
2021-03-26,Meerut,Wheat,24.44,0.0,2.72,23.19,4.925749847916478,127.1661713719368
2021-03-27,Meerut,Wheat,26.84,0.0,1.86,22.93,5.215390716354319,126.35708302259445
2021-03-28,Meerut,Wheat,28.96,0.0,1.39,22.14,5.447461471316428,125.64125508069992
2021-03-29,Meerut,Wheat,29.94,0.0,2.01,22.7,5.611871439876948,125.07190257310867
2021-03-30,Meerut,Wheat,30.34,0.0,3.2,22.37,5.6651015131749975,124.60384368896484
2021-03-31,Meerut,Wheat,28.29,0.0,4.99,26.75,5.650302808893017,124.26281422376633
2021-04-01,Meerut,Wheat,26.13,0.0,4.42,27.4,5.43428116729107,124.03392791748047
2021-04-02,Meerut,Wheat,25.54,0.0,2.49,26.81,5.35567374886839,123.85997325181961
2021-04-03,Meerut,Wheat,25.48,0.0,2.11,27.11,5.38078594916215,123.73066395521164
2021-04-04,Meerut,Wheat,27.01,0.0,2.55,26.13,5.546986164820427,123.63166362047195
2021-04-05,Meerut,Wheat,29.18,0.0,1.58,21.52,5.613843837852052,123.5355332493782
2021-04-06,Meerut,Wheat,30.41,0.0,1.83,21.37,5.773938322271135,123.59619140625
2021-04-07,Meerut,Wheat,29.53,0.09,2.99,21.81,5.710410728759361,123.5956147313118
2021-04-08,Meerut,Wheat,27.67,0.0,2.49,24.0,5.608299966815357,123.5080674290657
2021-04-09,Meerut,Wheat,28.09,0.0,2.57,26.48,5.794969556877304,123.45485240221024
2021-04-10,Meerut,Wheat,28.76,0.0,2.65,26.04,5.877917342599999,123.4090805053711
2021-04-11,Meerut,Wheat,29.63,0.0,2.61,26.62,6.034651030742212,123.37189167737961
2021-04-12,Meerut,Wheat,31.0,0.0,2.4,24.25,6.110417219056896,123.77986907958984
2021-04-13,Meerut,Wheat,31.86,0.0,3.04,25.28,6.289831084946955,125.22755116224289
2021-04-14,Meerut,Wheat,32.38,0.0,3.04,23.7,6.293318284816001,126.25923603773117
2021-04-15,Meerut,Wheat,32.54,0.0,2.22,23.83,6.339017782041213,126.33876353502274
2021-04-16,Meerut,Wheat,32.75,0.53,2.23,19.9,6.174876856098844,125.81062316894531
2021-04-17,Meerut,Wheat,29.37,0.51,3.1,23.96,5.980604798125228,129.6003296971321
2021-04-18,Meerut,Wheat,29.41,0.0,2.05,25.52,6.0782580183752675,130.39970844984055
2021-04-19,Meerut,Wheat,30.84,0.19,2.46,24.32,6.219314075824668,128.36265116930008
2021-04-20,Meerut,Wheat,28.11,0.2,2.25,15.44,5.447928186127521,126.91783905029297
2021-04-21,Meerut,Wheat,27.14,2.83,2.55,24.12,5.7673258809165295,137.96710520982742
2021-04-22,Meerut,Wheat,26.79,0.51,1.11,25.97,5.821992121912671,144.4101333618164
2021-04-23,Meerut,Wheat,28.32,0.7,3.04,21.32,5.813137317434868,154.5278549194336
2021-04-24,Meerut,Wheat,27.02,0.0,3.33,27.43,5.947245238517552,162.05749958753586
2021-04-25,Meerut,Wheat,28.4,0.0,3.07,28.28,6.184326094276623,149.5016098022461
2021-04-26,Meerut,Wheat,30.44,0.0,2.49,28.55,6.485157527045611,140.74115306138992
2021-04-27,Meerut,Wheat,32.68,0.0,2.36,25.91,6.66596656109116,135.2365493774414
2021-04-28,Meerut,Wheat,33.64,0.0,2.1,24.19,6.716177374171861,131.41193389892578
2021-04-29,Meerut,Wheat,34.63,0.0,2.2,21.86,6.731830491097981,128.61957997083664
2021-04-30,Meerut,Wheat,34.23,0.36,1.05,22.46,6.727747450196081,132.4956938624382
2021-05-01,Meerut,None,33.53,0.25,1.39,22.54,6.655284213320027,136.44790202379227
2021-05-02,Meerut,None,33.01,0.42,1.21,19.26,6.422659504433922,136.25164479017258
2021-05-03,Meerut,None,33.16,0.0,1.19,22.38,6.624918207702054,133.79401713609695
2021-05-04,Meerut,None,33.81,0.01,1.2,22.29,6.717273612521602,137.80231028795242
2021-05-05,Meerut,None,33.15,0.01,1.18,23.49,6.70812942795198,148.6948013305664
2021-05-06,Meerut,None,32.5,4.61,2.05,18.73,6.3780193363516275,198.1218382716179
2021-05-07,Meerut,None,30.67,3.06,0.88,23.34,6.39644179229411,244.89096701145172
2021-05-08,Meerut,None,31.81,0.0,0.97,23.25,6.553207807011056,215.66162109375
2021-05-09,Meerut,None,32.31,0.36,1.56,20.78,6.498403397160517,198.42795878648758
2021-05-10,Meerut,None,33.96,1.53,1.36,18.83,6.6137951207000345,190.04974365234375
2021-05-11,Meerut,None,33.03,0.02,2.03,23.96,6.784250151790139,185.68096160888672
2021-05-12,Meerut,None,33.14,0.23,1.85,23.47,6.782767033336698,184.52510386705399
2021-05-13,Meerut,None,29.87,2.45,1.58,20.4,6.200476262553778,194.7103500366211
2021-05-14,Meerut,None,31.13,0.0,1.35,24.58,6.590485451117851,194.29722279310226
2021-05-15,Meerut,None,32.94,0.06,1.14,18.11,6.491469845788994,172.9574203491211
2021-05-16,Meerut,None,33.37,0.14,1.6,26.19,6.995781108923167,155.83820790052414
2021-05-17,Meerut,None,33.53,0.0,2.59,12.24,6.243535136316943,145.76797485351562
2021-05-18,Meerut,None,31.01,1.09,3.56,6.83,5.934080831505818,142.63858795166016
2021-05-19,Meerut,None,26.64,42.25,3.29,4.99,5.41046984833149,245.23316323757172
2021-05-20,Meerut,None,24.76,46.49,3.69,18.39,5.492088952254115,304.9964815378189
2021-05-21,Meerut,None,27.69,2.95,1.38,18.0,5.857135751161753,264.49297964572906
2021-05-22,Meerut,None,29.44,3.34,1.87,26.31,6.507819719664121,247.97515869140625
2021-05-23,Meerut,None,28.41,0.0,1.99,22.77,6.200818455315215,226.82704031467438
2021-05-24,Meerut,None,29.32,0.0,4.26,26.04,6.490446498854974,204.2312666773796
2021-05-25,Meerut,None,30.85,0.0,4.11,29.05,6.857104403143564,180.19524067640305
2021-05-26,Meerut,None,31.93,0.0,2.35,27.6,6.941738673912973,163.11264038085938
2021-05-27,Meerut,None,32.43,0.0,1.7,26.94,6.98312098925096,151.45912617444992
2021-05-28,Meerut,None,31.33,0.0,2.11,27.03,6.8399710096307755,143.63651722669601
2021-05-29,Meerut,None,31.46,1.73,3.37,26.14,6.817801521016559,138.73099833726883
2021-05-30,Meerut,None,31.67,1.95,2.33,24.45,6.7644584193889425,135.69031208753586
2021-05-31,Meerut,None,34.57,0.0,1.12,23.58,7.117763012454578,135.96267700195312
2021-06-01,Meerut,Rice,31.03,17.09,1.54,18.87,6.393203196378813,47.00412601232529
2021-06-02,Meerut,Rice,31.52,0.0,1.15,21.78,6.616902846424929,47.44720458984375
2021-06-03,Meerut,Rice,31.98,0.1,1.14,24.81,6.842084436398425,49.683572351932526
2021-06-04,Meerut,Rice,33.42,0.68,1.39,22.15,6.899494790050536,47.88513332605362
2021-06-05,Meerut,Rice,33.74,1.37,1.23,24.73,7.086645423837129,46.74835056066513
2021-06-06,Meerut,Rice,33.59,0.03,1.68,25.94,7.133970314771972,46.51145786046982
2021-06-07,Meerut,Rice,34.4,0.0,1.93,24.8,7.187261405230623,48.52790683507919
2021-06-08,Meerut,Rice,35.89,0.03,4.16,24.23,7.363010163647884,48.288917541503906
2021-06-09,Meerut,Rice,36.57,0.0,2.84,22.92,7.3834454336829936,45.66612392663956
2021-06-10,Meerut,Rice,33.27,4.19,3.29,21.83,6.877979844520918,45.025062561035156
2021-06-11,Meerut,Rice,32.31,2.49,2.46,22.86,6.805608886443476,46.38557285070419
2021-06-12,Meerut,Rice,32.66,7.51,2.68,22.57,6.839157226953182,70.50037533044815
2021-06-13,Meerut,Rice,31.47,1.96,2.2,20.29,6.558365116412529,84.05360877513885
2021-06-14,Meerut,Rice,33.36,0.08,1.09,24.28,7.029181398113518,71.65927737951279
2021-06-15,Meerut,Rice,32.89,0.01,2.14,21.57,6.8194736821083985,62.456510961055756
2021-06-16,Meerut,Rice,31.16,5.75,0.96,18.96,6.448611673656902,88.60015869140625
2021-06-17,Meerut,Rice,31.5,30.19,0.87,19.11,6.501924688608047,93.23920905590057
2021-06-18,Meerut,Rice,30.69,7.45,1.52,20.76,6.482405423486726,82.29751288890839
2021-06-19,Meerut,Rice,30.0,9.71,1.17,19.01,6.299021761487375,77.75077521800995
2021-06-20,Meerut,Rice,30.67,3.15,1.3,17.56,6.309492256969983,84.28688049316406
2021-06-21,Meerut,Rice,32.69,0.12,1.91,22.75,6.856816751935322,76.71299278736115
2021-06-22,Meerut,Rice,33.35,0.0,2.19,23.7,6.99726267095611,66.94431155920029
2021-06-23,Meerut,Rice,34.01,0.0,0.71,23.63,7.082754745478555,58.99696201086044
2021-06-24,Meerut,Rice,33.32,0.0,1.47,20.02,6.789364819429197,53.84578853845596
2021-06-25,Meerut,Rice,33.24,5.03,1.8,23.77,6.982454572272461,51.36661380529404
2021-06-26,Meerut,Rice,32.16,1.55,1.18,22.14,6.746571911130262,56.87694400548935
2021-06-27,Meerut,Rice,33.77,0.02,1.3,21.95,6.951617080952732,52.29759067296982
2021-06-28,Meerut,Rice,34.12,0.0,1.09,22.71,7.038797122361521,48.703958094120026
2021-06-29,Meerut,Rice,35.12,0.0,2.83,25.53,7.3290777832486595,46.155546605587006
2021-06-30,Meerut,Rice,36.43,0.0,4.04,24.78,7.465292900053208,44.518281519412994
2021-07-01,Meerut,Rice,36.74,0.0,2.65,24.18,7.470623985029937,43.42899173498154
2021-07-02,Meerut,Rice,36.47,1.41,1.61,21.31,7.264711782979914,42.68493801355362
2021-07-03,Meerut,Rice,34.48,3.74,2.26,17.98,6.805110552140878,42.52452850341797
2021-07-04,Meerut,Rice,33.8,0.66,1.43,24.2,7.059095609560652,42.36965328454971
2021-07-05,Meerut,Rice,35.01,0.04,1.48,22.79,7.142033746716546,41.980934143066406
2021-07-06,Meerut,Rice,35.64,0.0,2.49,24.26,7.306106340713583,41.78428798913956
2021-07-07,Meerut,Rice,36.66,0.01,2.79,24.6,7.460487021638062,41.61663204431534
2021-07-08,Meerut,Rice,37.46,0.19,1.86,23.17,7.481988294247873,41.44935607910156
2021-07-09,Meerut,Rice,34.34,8.94,1.67,19.81,6.866664397914331,41.73240512609482
2021-07-10,Meerut,Rice,34.42,0.06,2.16,22.96,7.0489075052163015,42.047689855098724
2021-07-11,Meerut,Rice,33.19,0.71,3.68,18.31,6.621419080734332,54.89864498376846
2021-07-12,Meerut,Rice,31.95,2.21,3.91,15.02,6.27224109738953,63.53397220373154
2021-07-13,Meerut,Rice,29.31,17.87,2.73,9.18,5.779574578778876,64.53781127929688
2021-07-14,Meerut,Rice,29.64,23.09,2.13,8.09,5.813931486984197,78.49120795726776
2021-07-15,Meerut,Rice,30.62,15.62,2.42,20.33,6.372615846326273,73.8868698477745
2021-07-16,Meerut,Rice,32.54,1.0,1.48,22.72,6.74796202618342,66.28875732421875
2021-07-17,Meerut,Rice,33.68,3.46,1.65,19.97,6.7420713054747345,62.52002567052841
2021-07-18,Meerut,Rice,30.93,31.58,1.72,10.56,5.944133883599575,96.22860252857208
2021-07-19,Meerut,Rice,28.38,57.38,1.74,2.76,5.625821006832125,128.7590056657791
2021-07-20,Meerut,Rice,27.97,29.88,0.94,13.04,5.620349526203177,126.71832740306854
2021-07-21,Meerut,Rice,28.4,7.43,1.22,18.11,5.930166825902027,122.23892211914062
2021-07-22,Meerut,Rice,29.7,8.95,1.5,14.54,5.899899200476953,117.58957207202911
2021-07-23,Meerut,Rice,28.96,7.58,1.94,17.4,5.950554057383261,115.93761742115021
2021-07-24,Meerut,Rice,30.31,0.59,0.95,19.42,6.221069243957762,112.69340515136719
2021-07-25,Meerut,Rice,31.43,0.19,0.69,21.8,6.483690648959791,108.3124190568924
2021-07-26,Meerut,Rice,29.32,4.52,1.2,9.58,5.68073959798795,118.41449439525604
2021-07-27,Meerut,Rice,29.63,25.94,1.67,8.84,5.708401921290912,127.27814018726349
2021-07-28,Meerut,Rice,28.15,41.53,0.94,3.28,5.520586114163124,127.65731513500214
2021-07-29,Meerut,Rice,28.23,17.17,0.92,14.01,5.632712950695777,128.43589782714844
2021-07-30,Meerut,Rice,28.44,19.76,1.48,11.99,5.5417022684394555,127.52227485179901
2021-07-31,Meerut,Rice,28.75,10.7,2.16,18.72,5.922332547479375,122.6755142211914
2021-08-01,Meerut,Rice,30.09,7.8,0.86,11.38,5.710257290692178,118.20201873779297
2021-08-02,Meerut,Rice,29.41,1.71,0.95,13.28,5.698676104970519,126.3614684343338
2021-08-03,Meerut,Rice,29.32,1.68,1.64,16.17,5.831530147324915,118.37596893310547
2021-08-04,Meerut,Rice,28.73,0.36,1.87,19.09,5.897666749710838,112.81738579273224
2021-08-05,Meerut,Rice,29.19,0.53,0.95,18.41,5.910099911194752,112.7018004655838
2021-08-06,Meerut,Rice,29.35,0.14,0.74,17.35,5.863988509562118,109.93442237377167
2021-08-07,Meerut,Rice,28.04,16.73,0.96,11.63,5.394631329655131,114.17236626148224
2021-08-08,Meerut,Rice,29.5,5.65,0.53,9.56,5.553113211884746,118.07403266429901
2021-08-09,Meerut,Rice,28.72,10.04,0.87,11.62,5.448665994899645,122.01614677906036
